cell	genome	status	n_tasks	n_failed	n_aborted	n_superseded	n_unresolved	task_time_hours_sum	wall_clock_hours	cpu_hours_sum	peak_rss_gb_max	rss_field	overhead_task_time_hours_sum	overhead_cpu_hours_sum	attempts	cpus	queues	accession	phylum	genome_size_mb	cpu_hours_per_mb	task_time_hours_per_mb
v1.9.0-rc1_conda	Protomyces_lactucae-debilis	success	1	0	0	0	0	0.0222		0.2568	1.4	rss	0.0	0.0								
v1.9.0-rc1_conda	Protomyces_lactucae-debilis_12-1054	success	3	0	0	0	0	2.1268		10.2824	6.0	rss	0.0	0.0				GCF_002105105.1	Ascomycota	12.9	0.79709	0.16487
v1.9.0-rc1_conda	Pseudogymnoascus_destructans	success	1	0	0	0	0	0.0242		0.3228	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda	Pseudogymnoascus_destructans_20631-21	success	3	0	0	0	0	8.2616		27.2385	5.3	rss	0.0	0.0				GCF_000184105.1	Ascomycota	30.7	0.88725	0.26911
v1.9.0-rc1_conda	Pyrenophora_teres	success	1	0	0	0	0	0.0433		0.5467	4.3	rss	0.0	0.0								
v1.9.0-rc1_conda	Pyrenophora_teres_0-1	success	3	1	0	0	0	1.0356		3.7213	1.2	rss	0.55	0.0				GCF_000166005.1	Ascomycota	33.6	0.11075	0.03082
v1.9.0-rc1_conda	Pyrenophora_tritici-repentis	success	1	0	0	0	0	0.025		0.3018	3.5	rss	0.0	0.0								
v1.9.0-rc1_conda	Pyrenophora_tritici-repentis_Pt-1C-BFP	success	3	0	0	0	0	14.4447		35.3556	12.1	rss	0.0	0.0				GCF_000149985.1	Ascomycota	37.8	0.93533	0.38213
v1.9.0-rc1_conda	Pyricularia_oryzae_70-15	success	2	0	0	0	0	1.6899		10.0595	7.0	rss	0.0	0.0				GCF_000002495.2	Ascomycota	41.0	0.24535	0.04122
v1.9.0-rc1_conda	Rhizopus_delemar	success	1	0	0	0	0	0.0264		0.3129	3.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Rhizopus_delemar_RA_99-880	success	3	0	0	0	0	26.0156		54.4737	15.7	rss	0.0	0.0				GCF_000149305.1	Mucoromycota	46.1	1.18164	0.56433
v1.9.0-rc1_conda	Rhizopus_microsporus	success	1	0	0	0	0	0.2406		2.0447	6.6	rss	0.0	0.0								
v1.9.0-rc1_conda	Rhizopus_microsporus_ATCC_52813	failed	1	5	0	0	1	0.0031		0.0033	0.064	rss	0.8	0.0				GCF_002708625.1	Mucoromycota	26.0	0.00013	0.00012
v1.9.0-rc1_conda	Rhodotorula_graminis_WP1	success	2	0	0	0	0	1.201		6.729	8.5	rss	0.0	0.0				GCF_001329695.1	Basidiomycota	21.0	0.32043	0.05719
v1.9.0-rc1_conda	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	1.0599		5.9691	4.2	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.2955	0.05247
v1.9.0-rc1_conda	Saccharomyces_cerevisiae	success	1	0	0	0	0	0.0131		0.166	1.8	rss	0.0	0.0								
v1.9.0-rc1_conda	Saccharomyces_cerevisiae_S288C	success	3	1	0	0	0	0.4446		2.5928	3.5	rss	0.55	0.0				GCF_000146045.2	Ascomycota	12.1	0.21428	0.03675
v1.9.0-rc1_conda	Schizophyllum_commune	success	1	0	0	0	0	0.0286		0.327	2.6	rss	0.0	0.0								
v1.9.0-rc1_conda	Schizophyllum_commune_H4-8	success	3	2	0	0	0	5.6022		70.0885	16.4	rss	0.0667	0.0				GCF_000143185.2	Basidiomycota	38.7	1.81107	0.14476
v1.9.0-rc1_conda	Sclerotinia_sclerotiorum	success	1	0	0	0	0	0.0194		0.2579	2.8	rss	0.0	0.0								
v1.9.0-rc1_conda	Sclerotinia_sclerotiorum_1980	success	3	1	0	0	0	2.2341		6.4495	3.9	rss	0.5667	0.0				GCF_000146945.2	Ascomycota	38.3	0.1684	0.05833
v1.9.0-rc1_conda	Spizellomyces_punctatus_DAOM_BR117	success	2	0	0	0	0	0.7317		3.7025	6.5	rss	0.0	0.0				GCF_000182565.1	Chytridiomycota	24.1	0.15363	0.03036
v1.9.0-rc1_conda	Sporobolomyces_koalae_JCM15063	success	2	0	0	0	0	1.1966		7.1083	2.7	rss	0.0	0.0				GCF_050403365.1	Basidiomycota	18.3	0.38843	0.06539
v1.9.0-rc1_conda	Sporobolomyces_salmoneus_JCM6883	success	2	0	0	0	0	0.9883		5.1792	2.2	rss	0.0	0.0				GCF_050403485.1	Basidiomycota	20.3	0.25513	0.04869
v1.9.0-rc1_conda	Sugiyamaella_lignohabitans_CBS_10342	success	2	0	0	0	0	1.1228		5.9413	6.1	rss	0.0	0.0				GCF_001640025.1	Ascomycota	15.9	0.37367	0.07062
v1.9.0-rc1_conda	Synchytrium_microbalum_JEL517	success	2	0	0	0	0	0.9331		4.7664	5.5	rss	0.0	0.0				GCF_006535985.1	Chytridiomycota	26.2	0.18192	0.03561
v1.9.0-rc1_conda	Talaromyces_marneffei	success	1	0	0	0	0	0.0286		0.3527	3.4	rss	0.0	0.0								
v1.9.0-rc1_conda	Talaromyces_marneffei_ATCC_18224	success	3	0	0	0	0	13.4965		33.0847	14.8	rss	0.0	0.0				GCF_000001985.1	Ascomycota	28.6	1.15681	0.4719
v1.9.0-rc1_conda	Talaromyces_stipitatus_ATCC_10500	success	2	0	0	0	0	1.6079		8.8063	16.0	rss	0.0	0.0				GCF_000003125.1	Ascomycota	35.7	0.24668	0.04504
v1.9.0-rc1_conda	Tilletiaria_anomala	success	1	0	0	0	0	0.0225		0.272	2.1	rss	0.0	0.0								
v1.9.0-rc1_conda	Tilletiaria_anomala_UBC_951	success	3	1	0	0	0	0.4344		1.9746	3.0	rss	0.55	0.0				GCF_000711695.1	Basidiomycota	18.7	0.10559	0.02323
v1.9.0-rc1_conda	Tilletiopsis_washingtonensis	success	1	0	0	0	0	0.0159		0.1802	1.7	rss	0.0	0.0								
v1.9.0-rc1_conda	Tilletiopsis_washingtonensis_MCA_4186	success	3	0	0	0	0	10.2611		18.0557	3.7	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.96041	0.5458
v1.9.0-rc1_conda	Tremella_mesenterica_Fries	success	2	0	0	0	0	2.1998		11.0958	6.0	rss	0.0	0.0				GCF_000271645.1	Basidiomycota	28.6	0.38797	0.07691
v1.9.0-rc1_conda	Tricharina_praecox	success	1	0	0	0	0	0.0422		0.5013	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda	Tricharina_praecox_CBS_144465	success	3	0	0	0	0	13.0043		35.1934	6.8	rss	0.0	0.0				GCF_024521635.1	Ascomycota	38.4	0.91649	0.33865
v1.9.0-rc1_conda	Trichosporon_asahii	success	1	0	0	0	0	0.0286		0.341	2.1	rss	0.0	0.0								
v1.9.0-rc1_conda	Trichosporon_asahii_CBS_2479	success	3	1	0	0	0	0.5132		2.5508	6.6	rss	0.55	0.0				GCF_000293215.1	Basidiomycota	24.5	0.10412	0.02095
v1.9.0-rc1_conda	Umbelopsis_ramanniana	success	1	0	0	0	0	0.0325		0.337	2.1	rss	0.0	0.0								
v1.9.0-rc1_conda	Umbelopsis_ramanniana_AG	success	3	1	0	0	0	0.4466		2.5603	4.0	rss	0.55	0.0				GCF_025399195.1	Mucoromycota	23.1	0.11084	0.01934
v1.9.0-rc1_conda	Uncinocarpus_reesii_1704	success	2	0	0	0	0	1.8491		7.5944	6.3	rss	0.0	0.0				GCF_000003515.1	Ascomycota	22.3	0.34056	0.08292
v1.9.0-rc1_conda	Wallemia_mellicola_CBS_633.66	success	2	0	0	0	0	1.0618		6.4423	2.6	rss	0.0	0.0				GCF_000263375.1	Basidiomycota	9.8	0.65738	0.10835
v1.9.0-rc1_conda	Yarrowia_lipolytica	success	1	0	0	0	0	0.0186		0.194	1.8	rss	0.0	0.0								
v1.9.0-rc1_conda	Yarrowia_lipolytica_CLIB122	success	3	0	0	0	0	12.0903		22.9704	10.9	rss	0.0	0.0				GCF_000002525.2	Ascomycota	20.5	1.12051	0.58977
v1.9.0-rc1_conda	Zygosaccharomyces_rouxii	success	1	0	0	0	0	0.0214		0.2732	2.6	rss	0.0	0.0								
v1.9.0-rc1_conda	Zygosaccharomyces_rouxii_CBS_732	success	3	0	0	0	0	2.3652		8.0263	4.1	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.81901	0.24134
v1.9.0-rc1_conda	Zymoseptoria_tritici	success	1	0	0	0	0	0.0886		1.2133	6.8	rss	0.0	0.0								
v1.9.0-rc1_conda	Zymoseptoria_tritici_IPO323	success	3	0	0	0	0	5.4		25.7392	16.0	rss	0.0	0.0				GCF_000219625.1	Ascomycota	39.7	0.64834	0.13602
v1.9.0-rc1_conda_rust	-	success	4	0	0	0	0	0.0148		0.0111	0.136	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Allomyces_macrogynus	success	1	0	0	0	0	7.3953		18.4956	2.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Allomyces_macrogynus_ATCC_38327	success	3	1	0	0	0	0.5512		3.1042	10.5	rss	0.5667	0.0				GCA_000151295.1	Blastocladiomycota	57.1	0.05436	0.00965
v1.9.0-rc1_conda_rust	Aspergillus_clavatus_NRRL_1	success	2	0	0	0	0	1.1994		7.5767	4.3	rss	0.0	0.0				GCF_000002715.2	Ascomycota	27.9	0.27157	0.04299
v1.9.0-rc1_conda_rust	Aspergillus_fumigatus	success	1	2	0	0	0	1.0819		10.9525	4.1	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Aspergillus_fumigatus_Af293	success	3	0	0	0	0	1.0826		3.6874	4.6	rss	0.0	0.0				GCF_000002655.1	Ascomycota	29.4	0.12542	0.03682
v1.9.0-rc1_conda_rust	Batrachochytrium_dendrobatidis	success	1	0	0	0	0	2.9925		14.6184	10.4	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Batrachochytrium_dendrobatidis_JAM81	failed	2	1	0	0	1	0.2847		1.1317	1.7	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000203795.2	Chytridiomycota	23.8	0.04755	0.01196
v1.9.0-rc1_conda_rust	Blastomyces_dermatitidis_ER-3	success	2	0	0	0	0	2.4283		9.6093	2.6	rss	0.0	0.0				GCF_000003525.1	Ascomycota	66.6	0.14428	0.03646
v1.9.0-rc1_conda_rust	Botrytis_cinerea	success	1	2	0	0	0	3.6203		20.7188	2.5	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Botrytis_cinerea_B05.10	success	3	0	0	0	0	1.2481		4.5203	4.5	rss	0.0	0.0				GCF_000143535.2	Ascomycota	42.6	0.10611	0.0293
v1.9.0-rc1_conda_rust	Chaetomium_globosum	success	1	0	0	0	0	7.16		20.3774	2.7	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Chaetomium_globosum_CBS_148.51	success	3	1	0	0	0	2.2311		11.904	4.6	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000143365.1	Ascomycota	34.3	0.34706	0.06505
v1.9.0-rc1_conda_rust	Cokeromyces_recurvatus	failed	0	2	0	0	1	0.0		0.0	0.0		1.1	0.0								
v1.9.0-rc1_conda_rust	Cokeromyces_recurvatus_NRRL_2243	success	3	0	0	0	0	1.2752		3.5125	6.1	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_025118155.1	Mucoromycota	28.1	0.125	0.04538
v1.9.0-rc1_conda_rust	Colletotrichum_graminicola	success	1	0	0	0	0	6.8528		18.989	3.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Colletotrichum_graminicola_M1.001	success	3	1	0	0	0	0.6465		3.4085	4.4	rss	0.5667	0.0				GCF_000149035.1	Ascomycota	51.6	0.06606	0.01253
v1.9.0-rc1_conda_rust	Cryptococcus_deneoformans	success	1	0	0	0	0	1.1447		11.5216	3.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Cryptococcus_deneoformans_JEC21	success	3	1	0	0	0	0.3579		1.2775	1.7	rss	0.55	0.0				GCF_000091045.1	Basidiomycota	19.1	0.06688	0.01874
v1.9.0-rc1_conda_rust	Cryptococcus_neoformans	success	1	0	0	0	0	1.2017		10.064	2.2	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Cryptococcus_neoformans_H99	success	3	1	0	0	0	0.2678		1.3186	4.4	rss	0.55	0.0				GCF_000149245.1	Basidiomycota	18.9	0.06977	0.01417
v1.9.0-rc1_conda_rust	Cystobasidium_minutum_MCA_4210	success	2	0	0	0	0	0.9171		5.5226	4.4	rss	0.0	0.0				GCF_039999085.1	Basidiomycota	20.8	0.26551	0.04409
v1.9.0-rc1_conda_rust	Dactylellina_haptotyla_CBS_200.50	success	2	2	0	0	0	0.007		0.0093	0.061	rss	0.5667	0.0				GCF_000441935.1	Ascomycota	39.5	0.00024	0.00018
v1.9.0-rc1_conda_rust	Drepanopeziza_brunnea	success	1	0	0	0	0	0.3617		0.9132	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Drepanopeziza_brunnea_MB_m1	success	3	0	0	0	0	1.6304		9.4702	4.5	rss	0.0	0.0				GCF_000298775.1	Ascomycota	51.9	0.18247	0.03142
v1.9.0-rc1_conda_rust	Eremothecium_gossypii_ATCC_10895	success	2	2	0	0	0	0.0007		0.0012	0.063	rss	0.5666	0.0				GCF_000091025.4	Ascomycota	9.1	0.00014	8e-05
v1.9.0-rc1_conda_rust	Fusarium_oxysporum	success	1	0	0	0	0	5.8231		23.7581	5.6	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Fusarium_oxysporum_4287	success	3	0	0	0	0	1.6179		5.9128	4.8	rss	0.0	0.0				GCF_000149955.1	Ascomycota	61.4	0.0963	0.02635
v1.9.0-rc1_conda_rust	Fusarium_verticillioides	success	1	0	0	0	0	6.5281		17.6258	3.5	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Fusarium_verticillioides_7600	success	3	0	0	0	0	1.6578		4.5511	4.7	rss	0.0	0.0				GCF_000149555.1	Ascomycota	41.8	0.10888	0.03966
v1.9.0-rc1_conda_rust	Gaeumannomyces_tritici	success	1	0	0	0	0	5.1244		19.5241	2.5	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Gaeumannomyces_tritici_R3-111a-1	success	3	1	0	0	0	1.6088		9.5248	6.9	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000145635.1	Ascomycota	43.6	0.21846	0.0369
v1.9.0-rc1_conda_rust	Kluyveromyces_lactis	success	1	1	0	0	0	0.5139		2.4949	2.4	rss	0.55	0.0								
v1.9.0-rc1_conda_rust	Kluyveromyces_lactis_NRRL_Y-1140	success	3	0	0	0	0	0.526		1.7558	4.0	rss	0.0	0.0				GCF_000002515.2	Ascomycota	10.7	0.1641	0.04916
v1.9.0-rc1_conda_rust	Laccaria_bicolor_S238N-H82	success	2	0	0	0	0	1.9514		11.6905	4.5	rss	0.0	0.0				GCF_000143565.1	Basidiomycota	64.9	0.18013	0.03007
v1.9.0-rc1_conda_rust	Lachancea_thermotolerans	success	1	0	0	0	0	0.6142		5.818	1.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Lachancea_thermotolerans_CBS_6340	failed	2	1	0	0	1	0.2298		1.0894	2.4	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000142805.1	Ascomycota	10.4	0.10475	0.0221
v1.9.0-rc1_conda_rust	Leptographium_clavigerum_kw1407	success	2	0	0	0	0	1.5629		8.5403	4.1	rss	0.0	0.0				GCF_000143105.1	Ascomycota	29.8	0.28659	0.05245
v1.9.0-rc1_conda_rust	Letharia_columbiana_WasteWater2	success	2	0	0	0	0	1.1003		5.7741	4.2	rss	0.0	0.0				GCF_014066305.1	Ascomycota	52.3	0.1104	0.02104
v1.9.0-rc1_conda_rust	Lipomyces_tetrasporus	success	1	0	0	0	0	2.5422		13.9644	2.8	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Lipomyces_tetrasporus_NRRL_Y-64009	failed	2	1	0	0	1	0.3047		1.0447	3.8	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_029532465.1	Ascomycota	20.8	0.05023	0.01465
v1.9.0-rc1_conda_rust	Malassezia_globosa	success	1	0	0	0	0	0.4103		4.6948	1.6	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Malassezia_globosa_CBS_7966	success	3	0	0	0	0	0.8116		1.6872	3.2	rss	0.0	0.0				GCF_000181695.2	Basidiomycota	9.0	0.18747	0.09018
v1.9.0-rc1_conda_rust	Malassezia_sympodialis	success	1	0	0	0	0	1.5994		4.9487	1.003	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Malassezia_sympodialis_ATCC_42132	failed	2	1	0	0	1	0.1798		0.8681	2.8	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000349305.1	Basidiomycota	7.7	0.11274	0.02335
v1.9.0-rc1_conda_rust	Mixia_osmundae_IAM_14324	success	2	1	0	0	0	0.5043		5.1485	6.0	rss	0.0	0.0				GCF_000708205.1	Basidiomycota	13.6	0.37856	0.03708
v1.9.0-rc1_conda_rust	Morchella_importuna	success	1	2	0	0	0	2.4056		18.5156	6.7	rss	1.1167	0.0								
v1.9.0-rc1_conda_rust	Morchella_importuna_M04M26	success	3	0	0	0	0	1.2755		4.5908	3.8	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_003444635.1	Ascomycota	50.9	0.09019	0.02506
v1.9.0-rc1_conda_rust	Morchella_sextelata	success	1	0	0	0	0	3.5147		35.2175	12.6	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Morchella_sextelata_SCLS	failed	2	2	0	0	1	0.3671		2.8003	9.0	rss,peak_rss	0.5666	0.0	2	16	epyc	GCF_020137385.1	Ascomycota	53.6	0.05224	0.00685
v1.9.0-rc1_conda_rust	Mucor_mucedo	success	1	0	0	0	0	4.0831		16.516	2.2	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Mucor_mucedo_NRRL_3635	failed	2	1	0	0	1	0.4436		1.9484	3.8	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_025094135.1	Mucoromycota	46.1	0.04226	0.00962
v1.9.0-rc1_conda_rust	Nakaseomyces_glabratus_CBS_138	success	2	0	0	0	0	0.7262		4.4556	3.4	rss	0.0	0.0				GCF_000002545.3	Ascomycota	12.3	0.36225	0.05904
v1.9.0-rc1_conda_rust	Orbilia_oligospora	success	1	2	0	0	0	1.8322		17.7048	3.0	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Orbilia_oligospora_ATCC_24927	success	3	0	0	0	0	1.1975		4.0029	7.3	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_000225545.1	Ascomycota	40.1	0.09982	0.02986
v1.9.0-rc1_conda_rust	Parastagonospora_nodorum	success	1	0	0	0	0	5.1644		16.9497	3.8	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Parastagonospora_nodorum_SN15	failed	2	1	0	0	1	0.4259		2.2374	4.1	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_000146915.1	Ascomycota	37.2	0.06015	0.01145
v1.9.0-rc1_conda_rust	Phycomyces_blakesleeanus	success	1	0	0	0	0	3.5153		19.1864	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Phycomyces_blakesleeanus_NRRL_1555_-	success	3	0	0	0	0	2.3205		6.7896	4.5	rss	0.0	0.0				GCF_001638985.1	Mucoromycota	53.9	0.12597	0.04305
v1.9.0-rc1_conda_rust	Pneumocystis_murina_B123	success	2	2	0	0	0	0.0007		0.0011	0.059	rss	0.55	0.0				GCF_000349005.2	Ascomycota	7.5	0.00015	0.0001
v1.9.0-rc1_conda_rust	Protomyces_lactucae-debilis	failed	0	2	0	0	1	0.0		0.0	0.0		1.1	0.0								
v1.9.0-rc1_conda_rust	Protomyces_lactucae-debilis_12-1054	success	3	0	0	0	0	0.6512		2.0175	3.5	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_002105105.1	Ascomycota	12.9	0.1564	0.05048
v1.9.0-rc1_conda_rust	Pseudogymnoascus_destructans	failed	0	2	0	0	1	0.0		0.0	0.0		1.0961	0.0								
v1.9.0-rc1_conda_rust	Pseudogymnoascus_destructans_20631-21	success	3	0	0	0	0	0.9987		3.8125	3.3	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_000184105.1	Ascomycota	30.7	0.12418	0.03253
v1.9.0-rc1_conda_rust	Pyrenophora_teres	success	1	2	0	0	0	2.0356		5.8726	4.5	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Pyrenophora_teres_0-1	success	3	0	0	0	0	0.9625		3.0157	1.3	rss	0.0	0.0				GCF_000166005.1	Ascomycota	33.6	0.08975	0.02865
v1.9.0-rc1_conda_rust	Pyrenophora_tritici-repentis	success	1	2	0	0	0	3.5956		19.4268	3.6	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Pyrenophora_tritici-repentis_Pt-1C-BFP	success	3	0	0	0	0	1.3886		5.2869	11.6	rss	0.0	0.0				GCF_000149985.1	Ascomycota	37.8	0.13986	0.03674
v1.9.0-rc1_conda_rust	Pyricularia_oryzae_70-15	success	2	0	0	0	0	1.545		8.6462	4.5	rss	0.0	0.0				GCF_000002495.2	Ascomycota	41.0	0.21088	0.03768
v1.9.0-rc1_conda_rust	Rhizopus_delemar	success	1	0	0	0	0	3.765		27.364	3.3	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Rhizopus_delemar_RA_99-880	success	3	1	0	0	0	0.5722		2.5119	14.5	rss	0.55	0.0				GCF_000149305.1	Mucoromycota	46.1	0.05449	0.01241
v1.9.0-rc1_conda_rust	Rhizopus_microsporus	success	1	0	0	0	0	0.445		2.8849	6.6	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Rhizopus_microsporus_ATCC_52813	failed	1	5	0	0	1	0.0032		0.0034	0.068	rss	1.1003	0.0				GCF_002708625.1	Mucoromycota	26.0	0.00013	0.00012
v1.9.0-rc1_conda_rust	Rhodotorula_graminis_WP1	success	2	0	0	0	0	0.9163		5.5368	4.3	rss	0.0	0.0				GCF_001329695.1	Basidiomycota	21.0	0.26366	0.04363
v1.9.0-rc1_conda_rust	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	0.9423		5.6676	4.3	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.28057	0.04665
v1.9.0-rc1_conda_rust	Saccharomyces_cerevisiae	success	1	0	0	0	0	1.9483		4.8338	1.6	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Saccharomyces_cerevisiae_S288C	success	3	0	0	0	0	0.4806		1.707	3.5	rss	0.0	0.0				GCF_000146045.2	Ascomycota	12.1	0.14108	0.03972
v1.9.0-rc1_conda_rust	Schizophyllum_commune	success	1	2	0	0	0	1.4383		12.1007	2.6	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Schizophyllum_commune_H4-8	success	3	0	0	0	0	0.751		2.9797	8.5	rss	0.0	0.0				GCF_000143185.2	Basidiomycota	38.7	0.07699	0.01941
v1.9.0-rc1_conda_rust	Sclerotinia_sclerotiorum	success	1	0	0	0	0	5.1383		18.5905	2.7	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Sclerotinia_sclerotiorum_1980	success	3	0	0	0	0	1.0642		4.3245	4.3	rss	0.0	0.0				GCF_000146945.2	Ascomycota	38.3	0.11291	0.02779
v1.9.0-rc1_conda_rust	Spizellomyces_punctatus_DAOM_BR117	success	2	0	0	0	0	0.5623		3.0983	4.3	rss	0.0	0.0				GCF_000182565.1	Chytridiomycota	24.1	0.12856	0.02333
v1.9.0-rc1_conda_rust	Sporobolomyces_koalae_JCM15063	success	2	2	0	0	0	0.0014		0.0024	0.059	rss	0.55	0.0				GCF_050403365.1	Basidiomycota	18.3	0.00013	8e-05
v1.9.0-rc1_conda_rust	Sporobolomyces_salmoneus_JCM6883	success	2	0	0	0	0	1.5153		6.2035	1.1	rss	0.0	0.0				GCF_050403485.1	Basidiomycota	20.3	0.30559	0.07464
v1.9.0-rc1_conda_rust	Sugiyamaella_lignohabitans_CBS_10342	success	2	0	0	0	0	1.522		5.573	1.6	rss	0.0	0.0				GCF_001640025.1	Ascomycota	15.9	0.3505	0.09573
v1.9.0-rc1_conda_rust	Synchytrium_microbalum_JEL517	success	2	0	0	0	0	0.5362		3.3487	2.9	rss	0.0	0.0				GCF_006535985.1	Chytridiomycota	26.2	0.12781	0.02047
v1.9.0-rc1_conda_rust	Talaromyces_marneffei	success	1	0	0	0	0	5.11		15.4629	7.8	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Talaromyces_marneffei_ATCC_18224	success	3	1	0	0	0	0.4858		2.2482	4.4	rss	0.55	0.0				GCF_000001985.1	Ascomycota	28.6	0.07861	0.01699
v1.9.0-rc1_conda_rust	Talaromyces_stipitatus_ATCC_10500	success	2	2	0	0	0	0.0029		0.0047	0.081	rss	0.5666	0.0				GCF_000003125.1	Ascomycota	35.7	0.00013	8e-05
v1.9.0-rc1_conda_rust	Tilletiaria_anomala	success	1	0	0	0	0	2.5975		8.0211	2.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Tilletiaria_anomala_UBC_951	success	3	2	0	0	0	1.1149		2.3407	1.6	rss,peak_rss	0.5333	0.0	1	8	epyc	GCF_000711695.1	Basidiomycota	18.7	0.12517	0.05962
v1.9.0-rc1_conda_rust	Tilletiopsis_washingtonensis	success	1	2	0	0	0	2.32		8.5353	1.7	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Tilletiopsis_washingtonensis_MCA_4186	success	3	0	0	0	0	0.9846		2.59	4.3	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.13776	0.05237
v1.9.0-rc1_conda_rust	Tremella_mesenterica_Fries	success	2	1	0	0	0	0.0022		0.0039	0.076	rss	0.55	0.0				GCF_000271645.1	Basidiomycota	28.6	0.00014	8e-05
v1.9.0-rc1_conda_rust	Tricharina_praecox	success	1	2	0	0	0	2.0892		16.7426	2.9	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Tricharina_praecox_CBS_144465	success	3	0	0	0	0	1.432		3.8272	4.5	rss,peak_rss	0.0	0.0	1	8	epyc	GCF_024521635.1	Ascomycota	38.4	0.09967	0.03729
v1.9.0-rc1_conda_rust	Trichosporon_asahii	success	1	0	0	0	0	4.6564		12.4512	2.2	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Trichosporon_asahii_CBS_2479	success	3	1	0	0	0	1.9334		12.5054	4.0	rss,peak_rss	0.5667	0.0	1	8	epyc	GCF_000293215.1	Basidiomycota	24.5	0.51042	0.07891
v1.9.0-rc1_conda_rust	Umbelopsis_ramanniana	success	1	0	0	0	0	2.7169		11.2291	2.1	rss	0.0	0.0								
v1.9.0-rc1_conda_rust	Umbelopsis_ramanniana_AG	failed	2	1	0	0	1	0.2255		1.0094	3.4	rss,peak_rss	0.55	0.0	1	8	epyc	GCF_025399195.1	Mucoromycota	23.1	0.04369	0.00976
v1.9.0-rc1_conda_rust	Uncinocarpus_reesii_1704	success	2	0	0	0	0	1.826		8.9281	4.0	rss	0.0	0.0				GCF_000003515.1	Ascomycota	22.3	0.40036	0.08188
v1.9.0-rc1_conda_rust	Wallemia_mellicola_CBS_633.66	success	2	0	0	0	0	0.8089		4.7052	3.0	rss	0.0	0.0				GCF_000263375.1	Basidiomycota	9.8	0.48012	0.08254
v1.9.0-rc1_conda_rust	Yarrowia_lipolytica	success	1	2	0	0	0	2.0011		13.4114	1.8	rss	1.1	0.0								
v1.9.0-rc1_conda_rust	Yarrowia_lipolytica_CLIB122	success	3	0	0	0	0	0.6402		2.5772	4.7	rss	0.0	0.0				GCF_000002525.2	Ascomycota	20.5	0.12571	0.03123
