cell	genome	accession	phylum	refseq_annotation_release	query_gff3	query_gene_count	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	busco_n	ref_gff3	ref_gene_count	gffcompare_base_level_sensitivity	gffcompare_base_level_precision	gffcompare_exon_level_sensitivity	gffcompare_exon_level_precision	gffcompare_intron_level_sensitivity	gffcompare_intron_level_precision	gffcompare_intron_chain_level_sensitivity	gffcompare_intron_chain_level_precision	gffcompare_transcript_level_sensitivity	gffcompare_transcript_level_precision	gffcompare_locus_level_sensitivity	gffcompare_locus_level_precision	gffcompare_missed_exons_pct	gffcompare_novel_exons_pct	gffcompare_missed_introns_pct	gffcompare_novel_introns_pct	gffcompare_missed_loci_pct	gffcompare_novel_loci_pct	overlap_query_genes	overlap_ref_genes	overlap_query_genes_overlapping_ref	overlap_query_genes_overlap_same_strand	overlap_query_genes_overlap_opposite_strand	overlap_query_genes_no_overlap	overlap_ref_genes_not_recovered	compare_status
v1.9.0-rc1_conda	Allomyces_macrogynus_ATCC_38327	GCA_000151295.1	Blastocladiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Allomyces_macrogynus_ATCC_38327/predict_results/Allomyces_macrogynus_ATCC_38327.gff3	17877	85.2	26.5	58.7	2.8	12.0	758	results/reference_annotations/.cache/GCA_000151295.1_A_macrogynus_V3_genomic.gff	19266	76.3	96.2	55.3	57.7	78.4	79.9	53.4	54.6	48.9	54.6	50.7	54.6	12.3	6.7	12.9	11.6	9.3	3.6	17877	19266	17310	17226	749	567	1676	compared
v1.9.0-rc1_conda	Aspergillus_clavatus_NRRL_1	GCF_000002715.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Aspergillus_clavatus_NRRL_1/predict_results/Aspergillus_clavatus_NRRL_1.gff3	8977	97.3	97.2	0.1	1.2	1.5	3546	results/reference_annotations/.cache/GCF_000002715.2_ASM271v1_genomic.gff	9352	96.4	98.2	82.5	83.5	85.2	85.0	67.0	68.3	69.4	72.3	69.4	72.3	6.3	4.4	6.8	6.4	5.1	1.4	8977	9352	8874	8854	27	103	459	compared
v1.9.0-rc1_conda	Aspergillus_fumigatus_Af293	GCF_000002655.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Aspergillus_fumigatus_Af293/predict_results/Aspergillus_fumigatus_Af293.gff3	9944	96.2	95.9	0.3	2.2	1.6	3546	results/reference_annotations/.cache/GCF_000002655.1_ASM265v1_genomic.gff	10085	73.8	97.1	52.7	55.4	77.5	82.7	54.4	55.7	52.8	53.6	52.9	53.6	12.9	6.6	17.4	10.9	6.8	4.4	9944	10085	9628	9506	213	316	608	compared
v1.9.0-rc1_conda	Batrachochytrium_dendrobatidis_JAM81	GCF_000203795.2	Chytridiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Batrachochytrium_dendrobatidis_JAM81/predict_results/Batrachochytrium_dendrobatidis_JAM81.gff3	8271	90.2	88.8	1.5	2.1	7.7	758	results/reference_annotations/.cache/GCF_000203795.2_v1.1_genomic.gff	8386	90.9	84.0	72.9	68.4	83.5	76.6	44.8	43.0	44.9	45.5	44.9	45.5	7.0	13.4	8.6	14.9	6.1	5.9	8271	8386	7905	7797	222	366	449	compared
v1.9.0-rc1_conda	Blastomyces_dermatitidis_ER-3	GCF_000003525.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Blastomyces_dermatitidis_ER-3/predict_results/Blastomyces_dermatitidis_ER-3.gff3	8445	97.4	97.3	0.1	1.2	1.4	3546	results/reference_annotations/.cache/GCF_000003525.1_BD_ER3_V1_genomic.gff	9886	53.3	97.8	36.1	49.2	65.3	86.2	39.8	55.1	35.7	50.2	42.1	50.2	23.4	3.7	26.1	5.1	20.1	3.3	8445	9886	8243	8154	1792	202	1726	compared
v1.9.0-rc1_conda	Botrytis_cinerea_B05.10	GCF_000143535.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Botrytis_cinerea_B05.10/predict_results/Botrytis_cinerea_B05.10.gff3	12172	98.7	98.6	0.0	0.8	0.6	3234	results/reference_annotations/.cache/GCF_000143535.2_ASM14353v4_genomic.gff	11698	69.6	97.9	40.7	44.6	83.9	93.4	65.3	77.0	57.8	65.0	67.7	65.0	8.9	3.6	13.0	4.9	3.3	6.1	12172	11698	11488	11427	119	684	359	compared
v1.9.0-rc1_conda	Chaetomium_globosum_CBS_148.51	GCF_000143365.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Chaetomium_globosum_CBS_148.51/predict_results/Chaetomium_globosum_CBS_148.51.gff3	11102	83.0	82.9	0.1	10.3	6.8	3817	results/reference_annotations/.cache/GCF_000143365.1_ASM14336v1_genomic.gff	11222	82.2	92.1	48.6	55.6	50.4	61.5	31.2	33.3	35.7	36.1	35.7	36.1	24.1	12.1	32.7	14.8	14.0	6.0	11102	11222	10624	10439	232	478	1448	compared
v1.9.0-rc1_conda	Cokeromyces_recurvatus_NRRL_2243	GCF_025118155.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Cokeromyces_recurvatus_NRRL_2243/predict_results/Cokeromyces_recurvatus_NRRL_2243.gff3	10653	95.1	93.9	1.2	1.3	3.7	2449	results/reference_annotations/.cache/GCF_025118155.1_Cokrec1_genomic.gff	11064	85.6	91.9	68.0	66.9	84.8	82.0	51.0	50.3	47.4	49.2	48.9	49.2	8.1	9.0	10.1	12.5	8.0	5.9	10653	11064	10091	10029	553	562	813	compared
v1.9.0-rc1_conda	Colletotrichum_graminicola_M1.001	GCF_000149035.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Colletotrichum_graminicola_M1.001/predict_results/Colletotrichum_graminicola_M1.001.gff3	11823	98.1	98.0	0.1	1.2	0.7	3817	results/reference_annotations/.cache/GCF_000149035.1_C_graminicola_M1_001_V1_genomic.gff	12398	94.0	96.2	78.4	80.5	83.9	85.2	70.2	69.6	67.7	71.0	67.8	71.0	9.2	5.9	10.9	9.2	8.3	3.8	11823	12398	11402	11369	49	421	982	compared
v1.9.0-rc1_conda	Cryptococcus_deneoformans_JEC21	GCF_000091045.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Cryptococcus_deneoformans_JEC21/predict_results/Cryptococcus_deneoformans_JEC21.gff3	7042	97.3	97.0	0.3	1.5	1.2	4284	results/reference_annotations/.cache/GCF_000091045.1_ASM9104v1_genomic.gff	6766	78.8	97.9	74.6	78.3	91.0	96.7	67.2	68.8	67.3	66.9	69.6	66.9	6.8	2.4	7.9	2.4	2.5	5.0	7042	6766	6726	6690	656	316	131	compared
v1.9.0-rc1_conda	Cryptococcus_neoformans_H99	GCF_000149245.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Cryptococcus_neoformans_H99/predict_results/Cryptococcus_neoformans_H99.gff3	7065	97.2	97.1	0.0	1.7	1.1	4284	results/reference_annotations/.cache/GCF_000149245.1_CNA3_genomic.gff	8334	68.0	99.2	64.9	75.5	85.3	97.8	54.5	69.7	52.3	68.0	57.6	68.0	13.1	0.7	13.1	1.0	17.1	0.9	7065	8334	7019	7003	1804	46	848	compared
v1.9.0-rc1_conda	Cystobasidium_minutum_MCA_4210	GCF_039999085.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Cystobasidium_minutum_MCA_4210/predict_results/Cystobasidium_minutum_MCA_4210.gff3	7171	91.0	90.8	0.2	1.9	7.1	1764	results/reference_annotations/.cache/GCF_039999085.1_Rhomi1_genomic.gff	7855	81.4	91.7	67.3	70.6	83.1	86.5	47.4	50.8	46.1	50.6	46.8	50.6	9.9	5.5	8.9	7.1	7.6	2.8	7171	7855	6986	6965	383	185	566	compared
v1.9.0-rc1_conda	Dactylellina_haptotyla_CBS_200.50	GCF_000441935.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Dactylellina_haptotyla_CBS_200.50/predict_results/Dactylellina_haptotyla_CBS_200.50.gff3	10840	93.1	93.1	0.0	2.8	4.2	1706	results/reference_annotations/.cache/GCF_000441935.1_MHA_v2_genomic.gff	10959	93.1	98.8	81.5	83.3	84.6	86.8	67.0	65.6	67.9	68.6	67.9	68.6	7.4	3.7	7.3	5.5	5.9	2.3	10840	10959	10630	10592	58	210	614	compared
v1.9.0-rc1_conda	Drepanopeziza_brunnea_MB_m1	GCF_000298775.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Drepanopeziza_brunnea_MB_m1/predict_results/Drepanopeziza_brunnea_MB_m1.gff3	5617	38.7	38.6	0.0	10.9	50.4	3234	results/reference_annotations/.cache/GCF_000298775.1_ASM29877v1_genomic.gff	10025	43.1	98.2	22.7	56.8	24.9	74.6	15.4	33.7	17.0	30.3	17.0	30.3	63.0	3.9	69.8	10.5	48.2	3.6	5617	10025	5484	5417	70	133	4798	compared
v1.9.0-rc1_conda	Eremothecium_gossypii_ATCC_10895	GCF_000091025.4	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Eremothecium_gossypii_ATCC_10895/predict_results/Eremothecium_gossypii_ATCC_10895.gff3	4601	96.1	96.0	0.1	0.6	3.4	2137	results/reference_annotations/.cache/GCF_000091025.4_ASM9102v4_genomic.gff	5314	92.2	99.5	70.9	75.6	51.6	25.0	46.7	24.1	74.3	85.8	74.4	85.8	11.5	2.4	32.9	67.4	10.6	0.8	4601	5314	4579	4564	54	22	528	compared
v1.9.0-rc1_conda	Fusarium_oxysporum_4287	GCF_000149955.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Fusarium_oxysporum_4287/predict_results/Fusarium_oxysporum_4287.gff3	17287	92.4	91.6	0.8	4.6	3.1	3817	results/reference_annotations/.cache/GCF_000149955.1_ASM14995v2_genomic.gff	21344	59.1	97.3	35.5	49.9	65.8	84.2	40.0	62.8	37.0	59.5	48.2	59.5	24.1	3.8	28.4	9.6	22.4	2.6	17287	21344	16939	16840	2588	348	4473	compared
v1.9.0-rc1_conda	Fusarium_verticillioides_7600	GCF_000149555.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Fusarium_verticillioides_7600/predict_results/Fusarium_verticillioides_7600.gff3	15082	97.1	96.9	0.2	2.0	0.8	3817	results/reference_annotations/.cache/GCF_000149555.1_ASM14955v1_genomic.gff	16286	70.0	98.4	47.7	59.5	77.9	91.1	51.9	76.1	50.8	70.7	65.5	70.7	14.2	2.8	18.6	5.8	9.1	1.6	15082	16286	14917	14844	1905	165	1345	compared
v1.9.0-rc1_conda	Gaeumannomyces_tritici_R3-111a-1	GCF_000145635.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Gaeumannomyces_tritici_R3-111a-1/predict_results/Gaeumannomyces_tritici_R3-111a-1.gff3	11597	95.8	95.6	0.2	2.4	1.8	3817	results/reference_annotations/.cache/GCF_000145635.1_Gae_graminis_V2_genomic.gff	14669	64.5	97.8	33.5	43.6	64.9	85.3	51.1	64.9	44.8	57.8	45.5	57.8	27.2	3.8	30.3	8.4	24.3	2.1	11597	14669	11447	11315	1115	150	3356	compared
v1.9.0-rc1_conda	Kluyveromyces_lactis_NRRL_Y-1140	GCF_000002515.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Kluyveromyces_lactis_NRRL_Y-1140/predict_results/Kluyveromyces_lactis_NRRL_Y-1140.gff3	4928	96.3	96.2	0.1	0.9	2.8	2137	results/reference_annotations/.cache/GCF_000002515.2_ASM251v1_genomic.gff	5335	96.4	99.0	82.9	86.8	56.1	32.7	57.7	32.5	85.3	92.4	85.4	92.4	8.5	2.6	35.7	62.3	7.9	1.1	4928	5335	4875	4874	33	53	399	compared
v1.9.0-rc1_conda	Laccaria_bicolor_S238N-H82	GCF_000143565.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Laccaria_bicolor_S238N-H82/predict_results/Laccaria_bicolor_S238N-H82.gff3	15721	90.2	88.5	1.7	2.4	7.3	2898	results/reference_annotations/.cache/GCF_000143565.1_V1.0_genomic.gff	18213	77.2	76.9	47.7	55.5	55.7	64.8	18.4	21.0	18.5	21.4	18.5	21.4	30.8	20.8	32.6	21.9	28.8	18.2	15721	18213	13160	12855	517	2561	4980	compared
v1.9.0-rc1_conda	Lachancea_thermotolerans_CBS_6340	GCF_000142805.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Lachancea_thermotolerans_CBS_6340/predict_results/Lachancea_thermotolerans_CBS_6340.gff3	5016	94.8	94.7	0.1	2.0	3.2	2137	results/reference_annotations/.cache/GCF_000142805.1_ASM14280v1_genomic.gff	5384	94.4	98.9	78.5	81.2	62.8	41.2	61.7	41.0	83.3	89.4	83.3	89.4	8.2	3.1	28.7	53.3	7.8	1.5	5016	5384	4950	4942	32	66	390	compared
v1.9.0-rc1_conda	Leptographium_clavigerum_kw1407	GCF_000143105.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Leptographium_clavigerum_kw1407/predict_results/Leptographium_clavigerum_kw1407.gff3	7926	89.7	89.5	0.2	3.0	7.3	3817	results/reference_annotations/.cache/GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.gff	8311	87.6	97.8	64.6	72.2	67.4	78.2	50.4	52.4	53.2	55.8	53.2	55.8	15.7	4.3	20.7	8.2	11.5	3.3	7926	8311	7695	7670	92	231	909	compared
v1.9.0-rc1_conda	Letharia_columbiana_WasteWater2	GCF_014066305.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Letharia_columbiana_WasteWater2/predict_results/Letharia_columbiana_WasteWater2.gff3	11527	93.3	90.2	3.0	2.5	4.3	1706	results/reference_annotations/.cache/GCF_014066305.1_Lecol_v1.0_genomic.gff	13385	92.0	96.1	65.7	72.7	71.7	77.3	47.8	51.3	48.4	56.3	48.4	56.3	15.5	6.4	17.3	11.6	11.8	3.0	11527	13385	11264	11187	155	263	1457	compared
v1.9.0-rc1_conda	Lipomyces_tetrasporus_NRRL_Y-64009	GCF_029532465.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Lipomyces_tetrasporus_NRRL_Y-64009/predict_results/Lipomyces_tetrasporus_NRRL_Y-64009.gff3	7786	89.2	88.2	1.0	4.7	6.1	2137	results/reference_annotations/.cache/GCF_029532465.1_Liptet1_genomic.gff	8094	78.8	96.4	49.9	53.7	80.9	88.7	65.7	67.3	58.1	60.4	58.7	60.4	11.4	3.8	15.6	7.5	7.4	3.0	7786	8094	7585	7554	224	201	577	compared
v1.9.0-rc1_conda	Malassezia_globosa_CBS_7966	GCF_000181695.2	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Malassezia_globosa_CBS_7966/predict_results/Malassezia_globosa_CBS_7966.gff3	4397	82.7	82.6	0.1	4.3	13.0	1764	results/reference_annotations/.cache/GCF_000181695.2_ASM18169v2_genomic.gff	4278	95.2	89.5	52.2	38.2	67.1	32.5	39.3	18.1	48.2	46.9	48.2	46.9	8.1	27.5	21.0	60.1	4.4	9.4	4397	4278	4005	3982	81	392	162	compared
v1.9.0-rc1_conda	Malassezia_sympodialis_ATCC_42132	GCF_000349305.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Malassezia_sympodialis_ATCC_42132/predict_results/Malassezia_sympodialis_ATCC_42132.gff3	4018	80.0	80.0	0.0	3.4	16.6	1764	results/reference_annotations/.cache/GCF_000349305.1_ASM34930v2_genomic.gff	3318	92.3	82.5	38.9	29.0	43.0	27.9	22.9	18.1	31.2	27.4	31.2	27.4	10.2	27.3	32.8	53.6	5.6	16.2	4018	3318	3246	3212	143	772	116	compared
v1.9.0-rc1_conda	Mixia_osmundae_IAM_14324	GCF_000708205.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Mixia_osmundae_IAM_14324/predict_results/Mixia_osmundae_IAM_14324.gff3	6333	88.4	87.5	1.0	3.3	8.3	1764	results/reference_annotations/.cache/GCF_000708205.1_Mixia_osmundae_v1.0_genomic.gff	6838	84.4	97.6	56.9	67.1	69.0	83.4	36.6	38.9	35.8	38.6	37.1	38.6	16.6	2.2	21.0	5.8	11.6	1.1	6333	6838	6282	6265	1177	51	733	compared
v1.9.0-rc1_conda	Morchella_sextelata_SCLS	GCF_020137385.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Morchella_sextelata_SCLS/predict_results/Morchella_sextelata_SCLS.gff3	12368	96.4	94.0	2.4	2.0	1.6	1706	results/reference_annotations/.cache/GCF_020137385.1_ASM2013738v1_genomic.gff	13182	83.0	92.6	68.0	77.3	73.0	85.3	58.0	58.2	53.6	57.1	53.6	57.1	18.8	9.6	22.9	9.8	17.7	11.7	12368	13182	10994	10917	102	1374	2239	compared
v1.9.0-rc1_conda	Mucor_mucedo_NRRL_3635	GCF_025094135.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Mucor_mucedo_NRRL_3635/predict_results/Mucor_mucedo_NRRL_3635.gff3	15314	94.8	93.8	1.0	0.7	4.5	2449	results/reference_annotations/.cache/GCF_025094135.1_Mucmuc1_genomic.gff	14225	84.0	83.8	63.6	59.0	80.4	74.5	51.9	46.6	49.2	45.7	50.2	45.7	11.8	17.5	14.3	19.8	10.2	16.3	15314	14225	12939	12817	759	2375	1298	compared
v1.9.0-rc1_conda	Nakaseomyces_glabratus_CBS_138	GCF_000002545.3	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Nakaseomyces_glabratus_CBS_138/predict_results/Nakaseomyces_glabratus_CBS_138.gff3	5157	96.6	95.6	1.0	0.8	2.6	2137	results/reference_annotations/.cache/GCF_000002545.3_ASM254v2_genomic.gff	5458	96.8	98.8	80.3	78.4	25.3	7.2	24.0	7.7	82.9	87.8	83.0	87.8	5.9	5.0	53.9	86.3	4.7	1.1	5157	5458	5116	5100	28	41	243	compared
v1.9.0-rc1_conda	Orbilia_oligospora_ATCC_24927	GCF_000225545.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Orbilia_oligospora_ATCC_24927/predict_results/Orbilia_oligospora_ATCC_24927.gff3	11773	96.5	96.3	0.2	1.3	2.1	1706	results/reference_annotations/.cache/GCF_000225545.1_AOL24927_1.0_genomic.gff	11479	97.7	96.7	87.6	82.5	92.6	85.9	75.6	70.2	73.3	71.5	73.3	71.5	2.8	7.4	3.4	9.8	2.1	5.2	11773	11479	11186	11165	35	587	218	compared
v1.9.0-rc1_conda	Parastagonospora_nodorum_SN15	GCF_000146915.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Parastagonospora_nodorum_SN15/predict_results/Parastagonospora_nodorum_SN15.gff3	13513	90.1	89.9	0.2	6.3	3.6	3786	results/reference_annotations/.cache/GCF_000146915.1_ASM14691v2_genomic.gff	16087	86.4	90.6	40.2	47.2	47.8	55.7	26.2	32.9	30.6	36.5	30.7	36.5	22.6	12.2	34.1	20.6	20.1	2.0	13513	16087	13294	13229	342	219	3033	compared
v1.9.0-rc1_conda	Phycomyces_blakesleeanus_NRRL_1555_-	GCF_001638985.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Phycomyces_blakesleeanus_NRRL_1555_-/predict_results/Phycomyces_blakesleeanus_NRRL_1555_-.gff3	15040	97.1	95.5	1.6	1.0	1.9	2449	results/reference_annotations/.cache/GCF_001638985.1_Phybl2_genomic.gff	16850	75.8	79.3	55.5	60.9	65.5	71.3	33.6	37.8	34.8	39.0	34.9	39.0	24.6	17.4	26.0	18.5	21.0	8.8	15040	16850	14074	13723	545	966	3284	compared
v1.9.0-rc1_conda	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3205	66.8	66.7	0.1	3.2	30.0	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	87.9	98.6	71.9	69.6	82.0	77.1	31.5	35.6	32.6	37.4	32.7	37.4	8.9	5.7	8.5	14.0	8.4	0.7	3205	3675	3195	3185	242	10	247	compared
v1.9.0-rc1_conda	Protomyces_lactucae-debilis_12-1054	GCF_002105105.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Protomyces_lactucae-debilis_12-1054/predict_results/Protomyces_lactucae-debilis_12-1054.gff3	6255	81.8	81.7	0.2	2.9	15.2	1706	results/reference_annotations/.cache/GCF_002105105.1_Prola1_genomic.gff	6767	82.0	90.2	38.5	39.8	64.6	62.4	53.5	47.6	46.8	50.7	48.9	50.7	14.1	8.8	29.9	32.2	11.5	5.2	6255	6767	6021	5930	938	234	655	compared
v1.9.0-rc1_conda	Pseudogymnoascus_destructans_20631-21	GCF_000184105.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Pseudogymnoascus_destructans_20631-21/predict_results/Pseudogymnoascus_destructans_20631-21.gff3	8795	94.5	94.5	0.0	3.7	1.8	3234	results/reference_annotations/.cache/GCF_000184105.1_Geom_destructans_V1_genomic.gff	9223	70.9	96.7	42.2	45.7	78.7	86.7	63.7	64.5	55.0	58.2	55.5	58.2	14.2	5.8	17.4	9.1	11.9	5.8	8795	9223	8369	8291	615	426	1000	compared
v1.9.0-rc1_conda	Pyrenophora_teres_0-1	GCF_000166005.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Pyrenophora_teres_0-1/predict_results/Pyrenophora_teres_0-1.gff3	7373	67.7	67.4	0.3	10.1	22.2	3786	results/reference_annotations/.cache/GCF_000166005.1_PyrTer_1.0_genomic.gff	11799	55.4	99.4	45.4	66.9	53.9	75.4	38.5	50.2	32.9	52.6	32.9	52.6	40.7	2.7	40.5	17.0	40.2	1.6	7373	11799	7273	7258	16	100	4736	compared
v1.9.0-rc1_conda	Pyrenophora_tritici-repentis_Pt-1C-BFP	GCF_000149985.1	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Pyrenophora_tritici-repentis_Pt-1C-BFP/predict_results/Pyrenophora_tritici-repentis_Pt-1C-BFP.gff3	11686	96.4	96.2	0.2	1.9	1.7	3786	results/reference_annotations/.cache/GCF_000149985.1_ASM14998v1_genomic.gff	12275	86.6	92.7	56.4	61.4	67.5	74.9	50.1	52.7	51.3	54.0	51.3	54.0	15.9	9.0	22.3	11.6	11.8	4.9	11686	12275	11170	11099	242	516	1384	compared
v1.9.0-rc1_conda	Pyricularia_oryzae_70-15	GCF_000002495.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Pyricularia_oryzae_70-15/predict_results/Pyricularia_oryzae_70-15.gff3	10899	97.4	97.2	0.2	1.2	1.4	3817	results/reference_annotations/.cache/GCF_000002495.2_MG8_genomic.gff	13053	67.5	97.8	34.7	44.8	64.4	86.1	50.4	65.9	48.4	59.3	49.4	59.3	24.9	3.1	28.1	5.2	19.0	2.0	10899	13053	10730	10593	907	169	2390	compared
v1.9.0-rc1_conda	Rhizopus_delemar_RA_99-880	GCF_000149305.1	Mucoromycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Rhizopus_delemar_RA_99-880/predict_results/Rhizopus_delemar_RA_99-880.gff3	15188	92.2	85.2	7.0	4.5	3.2	2449	results/reference_annotations/.cache/GCF_000149305.1_RO3_genomic.gff	17702	76.8	81.2	54.9	54.0	64.9	59.9	25.8	27.5	27.0	31.4	27.0	31.4	20.1	22.4	21.4	25.0	23.8	10.1	15188	17702	13832	13657	247	1356	4039	compared
v1.9.0-rc1_conda	Rhodotorula_graminis_WP1	GCF_001329695.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Rhodotorula_graminis_WP1/predict_results/Rhodotorula_graminis_WP1.gff3	7469	97.2	97.1	0.2	0.6	2.2	1764	results/reference_annotations/.cache/GCF_001329695.1_Rhoba1_1_genomic.gff	7373	92.0	86.8	80.8	74.8	90.2	82.4	50.9	49.4	51.2	50.6	51.5	50.6	3.2	9.3	3.9	11.9	1.7	3.6	7469	7373	7228	7204	211	241	112	compared
v1.9.0-rc1_conda	Rhodotorula_toruloides_NP11	GCF_000320785.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Rhodotorula_toruloides_NP11/predict_results/Rhodotorula_toruloides_NP11.gff3	7778	96.8	96.5	0.2	1.5	1.8	1764	results/reference_annotations/.cache/GCF_000320785.1_RHOziaDV1.0_genomic.gff	8141	90.3	99.0	85.0	87.3	88.6	90.7	56.0	58.9	55.4	58.2	55.4	58.2	6.0	1.7	5.1	3.6	5.4	2.0	7778	8141	7614	7604	25	164	422	compared
v1.9.0-rc1_conda	Saccharomyces_cerevisiae_S288C	GCF_000146045.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Saccharomyces_cerevisiae_S288C/predict_results/Saccharomyces_cerevisiae_S288C.gff3	5642	97.3	95.2	2.2	0.6	2.1	2137	results/reference_annotations/.cache/GCF_000146045.2_R64_genomic.gff	6459	92.5	99.7	81.1	92.7	58.3	62.1	58.9	60.3	83.2	95.6	84.6	95.6	12.9	0.9	37.0	32.8	11.3	0.1	5642	6459	5625	5622	61	17	726	compared
v1.9.0-rc1_conda	Schizophyllum_commune_H4-8	GCF_000143185.2	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Schizophyllum_commune_H4-8/predict_results/Schizophyllum_commune_H4-8.gff3	12405	89.4	88.5	0.9	3.9	6.7	2898	results/reference_annotations/.cache/GCF_000143185.2_Schco3_genomic.gff	16466	64.5	94.5	55.1	68.2	70.7	86.1	34.5	41.2	31.5	41.8	32.7	41.8	23.9	4.2	23.8	7.1	25.8	2.2	12405	16466	12229	12151	791	176	4137	compared
v1.9.0-rc1_conda	Sclerotinia_sclerotiorum_1980	GCF_000146945.2	Ascomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Sclerotinia_sclerotiorum_1980/predict_results/Sclerotinia_sclerotiorum_1980.gff3	10744	94.6	94.6	0.0	2.6	2.8	3234	results/reference_annotations/.cache/GCF_000146945.2_ASM14694v2_genomic.gff	14710	86.8	91.4	51.5	67.6	55.8	71.6	36.5	46.7	36.5	50.0	36.5	50.0	29.7	9.3	32.1	9.7	29.8	3.0	10744	14710	10547	10424	241	197	4151	compared
v1.9.0-rc1_conda	Spizellomyces_punctatus_DAOM_BR117	GCF_000182565.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Spizellomyces_punctatus_DAOM_BR117/predict_results/Spizellomyces_punctatus_DAOM_BR117.gff3	8316	90.4	89.3	1.1	2.4	7.3	758	results/reference_annotations/.cache/GCF_000182565.1_S_punctatus_V1_genomic.gff	9164	76.3	97.8	62.6	71.2	79.0	89.9	39.7	45.9	40.4	46.8	42.5	46.8	13.0	2.0	13.4	3.5	9.5	1.8	8316	9164	8208	8166	1333	108	668	compared
v1.9.0-rc1_conda	Sporobolomyces_koalae_JCM15063	GCF_050403365.1	Basidiomycota	legacy	runs/v1.9.0-rc1_conda/genome_annotation/Sporobolomyces_koalae_JCM15063/predict_results/Sporobolomyces_koalae_JCM15063.gff3	6490	93.3	93.3	0.0	1.8	4.9	1764	results/reference_annotations/.cache/GCF_050403365.1_S_koalae_JCM15063v1_genomic.gff	6590	92.7	98.5	83.1	85.7	85.6	88.5	50.7	51.7	50.1	50.9	50.1	50.9	6.3	2.6	5.1	3.3	4.0	3.8	6490	6590	6246	6244	20	244	253	compared
